Airway	d10	young "test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
SMC	d28	young "138"	"Manf"	0.43063060676697	0.0382919014697944	-0.00728215637420206	-0.0466519552166106	138	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, SMC, Vascular_ECs"	""
SMC	d28	young "139"	"Aimp1"	0.424794271385181	0.0378739037664406	-0.00770015407755587	-0.0468374999840774	139	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
SMC	d28	young "140"	"Nenf"	0.42717825104189	0.0376393473864933	-0.00793471045750321	-0.0473547019831099	140	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
SMC	d28	young "141"	"Flrt3"	0.42366850321396	0.037579838355734	-0.00799421948826245	-0.0474639583175702	141	"Lymphatic_ECs"	""
SMC	d28	young "142"	"Tfpi"	0.428970650561558	0.03797062696908	-0.00760343087491647	-0.0476667882977784	142	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes"	"Capillary_ECs"
SMC	d28	young "143"	"Gpi1"	0.418189764780674	0.0373232315431195	-0.00825082630087698	-0.0488668369526703	143	"Airway, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium"	""
SMC	d28	young "144"	"Vegfc"	0.413664618210073	0.0371993388110658	-0.00837471903293074	-0.0497036245438626	144	"Vascular_ECs"	""
SMC	d28	young "145"	"Adam12"	0.427946422264606	0.0374221107988364	-0.00815194704516006	-0.0499414582202713	145	"Lymphatic_ECs"	""
SMC	d28	young "146"	"Lamb1"	0.416618104118104	0.0378128756753778	-0.00776118216861865	-0.0501173375596398	146	"Airway, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes"	""
SMC	d28	young "147"	"Trf"	0.415730733912552	0.0369170846248493	-0.00865697321914716	-0.0524486274214484	147	"Airway, Alveolum, Lymphatic_ECs, MNP, Mesothelium"	""
SMC	d28	young "148"	"Serpine1"	0.416600445009536	0.0369833554048832	-0.00859070243911327	-0.0536981997197528	148	"Capillary_ECs, Fibroblasts, MNP, SMC"	"Capillary_ECs, Fibroblasts"
SMC	d28	young "149"	"Icam2"	0.41854736172918	0.0365934823248757	-0.00898057551912075	-0.0541933114848975	149	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
SMC	d28	young "150"	"Clstn1"	0.422282263191353	0.0369362911623177	-0.00863776668167883	-0.0550731324634075	150	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, Vascular_ECs"	""
SMC	d28	young "151"	"Hmgb1"	0.41682559864378	0.0363355873435199	-0.00923847050047658	-0.0552424214810874	151	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
SMC	d28	young "152"	"Psap"	0.403016175743448	0.0366476559972681	-0.00892640184672838	-0.0553343142088187	152	"MNP"	""
SMC	d28	young "153"	"Ntn4"	0.411911951684679	0.0366268115226911	-0.0089472463213054	-0.0559647970660185	153	"Fibroblasts, Pericytes, SMC, Vascular_ECs"	""
SMC	d28	young "154"	"Nectin2"	0.416560712015259	0.0369466726491146	-0.00862738519488186	-0.0561208607828693	154	"Airway, Alveolum, Lymphatic_ECs"	""
SMC	d28	young "155"	"F7"	0.412627145581691	0.0367078841798334	-0.00886617366416304	-0.0583580349789929	155	"MNP"	""
SMC	d28	young "156"	"Sema3c"	0.406269866497139	0.0364237063201757	-0.00915035152382076	-0.0603083734579421	156	"Capillary_ECs, Mesothelium, Vascular_ECs"	""
SMC	d28	young "157"	"Nptn"	0.407139577594124	0.0361694663716775	-0.00940459147231898	-0.0611785163815372	157	"Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
SMC	d3	young "test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
SMC	d3	young "1"	"Osm"	0.547542100154949	0.0629025993588775	0.0330846458121104	0.074192672802992	1	"Granulocytes"	""
SMC	d3	young "2"	"Il1b"	0.568611759096867	0.0457996038278955	0.0159816502811284	0.064898393820047	2	"Granulocytes, MNP"	"MNP"
SMC	d3	young "3"	"Tgfb1"	0.598103151764882	0.0474859814118907	0.0176680278651236	0.0633640369251129	3	"MNP"	""
SMC	d3	young "4"	"Edn1"	0.546234398678672	0.0421675371808589	0.0123495836340918	0.0545316951960696	4	"Capillary_ECs, Vascular_ECs"	""
SMC	d3	young "5"	"Mmp9"	0.561266154710611	0.0375592939886149	0.00774134044184782	0.0458461017681364	5	"Granulocytes"	""
SMC	d3	young "6"	"Apoe"	0.538926254490963	0.0362748125020515	0.00645685895528436	0.0420719386790508	6	"MNP"	""
SMC	d3	young "7"	"Fgf2"	0.556059187113686	0.0391440003084049	0.00932604676163784	0.0420527471403822	7	"Fibroblasts"	""
SMC	d3	young "8"	"Fn1"	0.545733794207289	0.0366842499455552	0.00686629639878811	0.0413156719343188	8	"Fibroblasts, MNP, SMC"	"Fibroblasts"
SMC	d3	young "9"	"Dll4"	0.557561000527839	0.0405409130447123	0.0107229594979452	0.0393987493587766	9	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
SMC	d3	young "10"	"Fgf1"	0.551363040405929	0.0422991489518369	0.0124811954050698	0.0388755832354556	10	"Airway, Alveolum, Capillary_ECs"	""
SMC	d3	young "11"	"Tgfb2"	0.54630931907575	0.0514120542966377	0.0215941007498706	0.0375955410042971	11	"Fibroblasts, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Pericytes"
SMC	d3	young "12"	"Ltf"	0.547521667319381	0.039565966524678	0.0097480129779109	0.0362667222389443	12	"Airway, Granulocytes"	"Granulocytes"
SMC	d3	young "13"	"Col4a1"	0.576372831139639	0.0367031925237078	0.00688523897694069	0.0350585931717092	13	"Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Capillary_ECs"
SMC	d3	young "14"	"Plat"	0.530776958572422	0.0431771847721281	0.013359231225361	0.0342912005651749	14	"Capillary_ECs, Fibroblasts, Pericytes, Vascular_ECs"	""
SMC	d3	young "15"	"Tnfsf14"	0.555354254286635	0.0368447570269084	0.0070268034801413	0.0325650856664778	15	"Granulocytes"	""
SMC	d3	young "16"	"Sema3a"	0.564000749203972	0.0359280483140954	0.00611009476732834	0.0324953638389641	16	"Lymphatic_ECs"	"Lymphatic_ECs"
SMC	d3	young "17"	"Ltb"	0.550916923496057	0.0384224430519778	0.00860448950521065	0.0320770485865861	17	"Lymphocytes"	""
SMC	d3	young "18"	"Thbs1"	0.563329871102857	0.0353683183216024	0.00555036477483531	0.0305763006711827	18	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	"Fibroblasts"
SMC	d3	young "19"	"Hspg2"	0.559856289056516	0.0353502524232012	0.00553229887643406	0.0293817283450588	19	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	""
SMC	d3	young "20"	"Ccl5"	0.55645422193465	0.036112268210658	0.00629431466389088	0.0288439953634861	20	"Lymphocytes"	""
SMC	d3	young "21"	"Pecam1"	0.540584719644463	0.0462007417742346	0.0163827882274675	0.0284208212942463	21	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
SMC	d3	young "22"	"Angpt2"	0.550150692162304	0.0372752213235897	0.00745726777682259	0.0281397922841295	22	"Lymphatic_ECs, Pericytes, SMC"	""
SMC	d3	young "23"	"Tnfsf13b"	0.549292513068502	0.0364179557734044	0.00660000222663729	0.0277871018245275	23	"Fibroblasts"	""
SMC	d3	young "24"	"Serping1"	0.558047983108859	0.0346789015508956	0.00486094800412845	0.0265629772769535	24	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	"Lymphatic_ECs, Pericytes, SMC"
SMC	d3	young "25"	"Ocln"	0.554124878680035	0.0347750738351058	0.00495712028833865	0.0260274415917443	25	"Airway"	""
SMC	d3	young "26"	"Adam12"	0.560959662177114	0.0343745924686314	0.00455663892186434	0.0257139962303483	26	"Lymphatic_ECs"	""
SMC	d3	young "27"	"Vcam1"	0.552759284169664	0.0361067574002539	0.00628880385348678	0.0252517024799987	27	"Fibroblasts, Mesothelium, SMC, Vascular_ECs"	"Mesothelium"
SMC	d3	young "28"	"Itgb7"	0.556832229392634	0.0346226919424174	0.00480473839565027	0.0250070551911528	28	"Lymphocytes, MNP"	""
SMC	d3	young "29"	"Jag2"	0.539406426126784	0.0353193650497211	0.00550141150295397	0.0244553647984336	29	"Airway, Capillary_ECs, Vascular_ECs"	""
SMC	d3	young "30"	"Fgf18"	0.548427523029504	0.0348963125053387	0.00507835895857156	0.0244151390989535	30	"Mesothelium"	""
SMC	d3	young "31"	"Nectin1"	0.553402918490015	0.0357482329520235	0.00593027940525644	0.0242626160418104	31	"Alveolum"	""
SMC	d3	young "32"	"Col1a1"	0.553777520475404	0.0348523573605477	0.00503440381378056	0.0242291208441094	32	"Fibroblasts, Mesothelium, Pericytes, SMC"	"Fibroblasts"
SMC	d3	young "33"	"Sema3b"	0.554543751809157	0.0344204581102773	0.00460250456351018	0.0239503779595744	33	"Airway, Alveolum, SMC"	""
SMC	d3	young "34"	"Fgf7"	0.547419503141547	0.0345944367385959	0.00477648319182875	0.0239280871538608	34	"Fibroblasts"	""
SMC	d3	young "35"	"Dll1"	0.548536498152527	0.0345797079349264	0.00476175438815925	0.0238552673649646	35	"Capillary_ECs, Vascular_ECs"	"Capillary_ECs"
SMC	d3	young "36"	"Bmp5"	0.566360741711934	0.0346654745857719	0.00484752103900483	0.0237982039168635	36	"Airway, Fibroblasts, Pericytes"	""
SMC	d3	young "37"	"Gas6"	0.551121251851728	0.0344570352787543	0.00463908173198715	0.0235783907173943	37	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, SMC"	""
SMC	d3	young "38"	"Efnb2"	0.553426756798171	0.0346235960323438	0.00480564248557667	0.0233476090010518	38	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
SMC	d3	young "39"	"C3"	0.546244615096455	0.0342907813120316	0.00447282776526453	0.0232910086872583	39	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium"	"Mesothelium"
SMC	d3	young "40"	"Col18a1"	0.550681945887037	0.0343011926390997	0.0044832390923326	0.0229942528529576	40	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	"Fibroblasts, Pericytes"
SMC	d3	young "41"	"Vegfc"	0.559008326380494	0.034436633897456	0.00461868035068885	0.0227828338178778	41	"Vascular_ECs"	""
SMC	d3	young "42"	"Pcdh7"	0.550310749374243	0.0344745725800234	0.00465661903325632	0.022651417347258	42	"Fibroblasts, Mesothelium, SMC, Vascular_ECs"	""
SMC	d3	young "43"	"Celsr1"	0.545440923564164	0.0437208663671155	0.0139029128203484	0.0225834281109638	43	"Airway"	""
SMC	d3	young "44"	"Ptprc"	0.548097192187847	0.0344984181331782	0.00468046458641107	0.0223181975629209	44	"Granulocytes, Lymphocytes, MNP"	""
SMC	d3	young "45"	"Vegfd"	0.555585826423063	0.0349017595957382	0.00508380604897105	0.0223138194213048	45	"Fibroblasts"	""
SMC	d3	young "46"	"Gmfb"	0.539845732091469	0.0341083818558466	0.00429042830907949	0.0220943263928171	46	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Vascular_ECs"	"Alveolum"
SMC	d3	young "47"	"Inhba"	0.561753137291628	0.0338242714552201	0.00400631790845302	0.0217920701979017	47	"SMC"	""
SMC	d3	young "48"	"Vegfa"	0.543636023089105	0.0351457598883534	0.00532780634158627	0.0217051957622188	48	"Alveolum, Capillary_ECs, Vascular_ECs"	"Alveolum, Capillary_ECs"
SMC	d3	young "49"	"Vwf"	0.566721721806942	0.0352143997464776	0.00539644619971052	0.0216296430931393	49	"Capillary_ECs, Vascular_ECs"	"Capillary_ECs"
SMC	d3	young "50"	"Efnb1"	0.553089615011321	0.034160449214244	0.00434249566747687	0.0215297112941934	50	"Capillary_ECs, Vascular_ECs"	""
SMC	d3	young "51"	"Copa"	0.545682712118377	0.0346060837504946	0.00478813020372751	0.0213135380572111	51	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum"
SMC	d3	young "52"	"Vtn"	0.548645473275554	0.03326507849884	0.00344712495207287	0.0212199469311759	52	"Pericytes"	""
SMC	d3	young "53"	"Npw"	0.548338980742057	0.0339948926754624	0.00417693912869525	0.0209722466821825	53	"Alveolum"	""
SMC	d3	young "54"	"Itga9"	0.554032930919988	0.0335803447418335	0.0037623911950664	0.0207665986393623	54	"Alveolum, Fibroblasts, Lymphatic_ECs, Pericytes, SMC, Vascular_ECs"	""
SMC	d3	young "55"	"Itga4"	0.545134431030668	0.0345887136007497	0.00477076005398258	0.0207370966135624	55	"Lymphocytes, MNP"	""
SMC	d3	young "56"	"Hmgb1"	0.521994244751314	0.0349397037723216	0.00512175022555446	0.0206205990205935	56	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
SMC	d3	young "57"	"Fbn1"	0.543234177322958	0.0338441803389707	0.00402622679220364	0.0205229289206283	57	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	"Pericytes"
SMC	d3	young "58"	"Tfpi"	0.54585298574809	0.0336201438900965	0.00380219034332937	0.0204567934267852	58	"Fibroblasts, Mesothelium"	""
SMC	d3	young "59"	"Pdgfa"	0.556062592586286	0.0339221007652342	0.00410414721846714	0.020256334256712	59	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	""
SMC	d3	young "60"	"Cxcl12"	0.56339457508216	0.0353593743311925	0.0055414207844254	0.0201675925727876	60	"Capillary_ECs, Fibroblasts, SMC, Vascular_ECs"	"Fibroblasts, SMC"
SMC	d3	young "61"	"Pdgfd"	0.535152990856306	0.0332509506189621	0.00343299707219503	0.0200687258157724	61	"Mesothelium, SMC"	""
SMC	d3	young "62"	"Tnf"	0.562018764154002	0.0359239968121868	0.00610604326541974	0.019960763208342	62	"MNP"	""
SMC	d3	young "63"	"Lamc2"	0.544313712135397	0.0326998236148704	0.00288187006810327	0.0198262941286108	63	"Alveolum"	"Alveolum"
SMC	d3	young "64"	"Sema3c"	0.543360179808952	0.0330638594057563	0.00324590585898918	0.0196563041582446	64	"Capillary_ECs, Fibroblasts, Mesothelium, Vascular_ECs"	""
SMC	d3	young "65"	"Cxcl16"	0.543104769364369	0.0335566837064336	0.0037387301596665	0.0193773808536261	65	"MNP"	"MNP"
SMC	d3	young "66"	"Hgf"	0.530647550613832	0.0341160485602509	0.00429809501348381	0.0193636811727508	66	"Pericytes"	""
SMC	d3	young "67"	"Hc"	0.548444550392477	0.0334906515585207	0.00367269801175363	0.0192253277798171	67	"Alveolum"	""
SMC	d3	young "68"	"Gpi1"	0.547760050400992	0.0335851103877193	0.00376715684095221	0.0190721106750312	68	"Airway, Alveolum, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum"
SMC	d3	young "69"	"Cmtm6"	0.54310136389177	0.0339084368072959	0.00409048326052883	0.0188735872402074	69	"Alveolum, Capillary_ECs, Granulocytes, Lymphatic_ECs, MNP, Vascular_ECs"	"Alveolum"
SMC	d3	young "70"	"Itgb1"	0.55244257521837	0.0338334742199089	0.00401552067314182	0.0186513690564825	70	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
SMC	d3	young "71"	"Jam2"	0.537768393808848	0.0324667809485754	0.00264882740180831	0.0185747975383149	71	"Capillary_ECs, Vascular_ECs"	""
SMC	d3	young "72"	"Calm1"	0.544116194724917	0.0333541347294129	0.00353618118264575	0.0183863958916232	72	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Pericytes"
SMC	d3	young "73"	"Pgf"	0.539937679851518	0.0335442623581585	0.00372630881139142	0.0183658470823022	73	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	"Fibroblasts"
SMC	d3	young "74"	"Adam17"	0.553062371230565	0.0334494160083837	0.00363146246161658	0.0183296925797284	74	"Lymphatic_ECs, MNP"	""
SMC	d3	young "75"	"Sema3f"	0.540124980844215	0.0338383438821857	0.00402039033541861	0.0181841158134311	75	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
SMC	d3	young "76"	"Trf"	0.541231759437421	0.0332481112939967	0.0034301577472296	0.0181027676654822	76	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium"	""
SMC	d3	young "77"	"Agrn"	0.531168587920783	0.0337776614346324	0.00395970788786532	0.0179187686286816	77	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Fibroblasts"
SMC	d3	young "78"	"Il33"	0.534815849069454	0.0337369934724064	0.00391903992563925	0.0178762888712598	78	"Alveolum, Fibroblasts, Mesothelium"	"Alveolum, Fibroblasts"
SMC	d3	young "79"	"Ncam1"	0.544054896218223	0.0332009375574249	0.00338298401065779	0.0177686753086676	79	"SMC"	""
SMC	d3	young "80"	"Ceacam1"	0.549207376253637	0.033210696142052	0.00339274259528491	0.0176011536768344	80	"Alveolum, Capillary_ECs, MNP, Vascular_ECs"	"Alveolum, MNP"
SMC	d3	young "81"	"Bmp3"	0.547834970798066	0.0326301546535623	0.00281220110679523	0.0174520521536913	81	"Fibroblasts, Mesothelium, SMC"	""
SMC	d3	young "82"	"Ntn4"	0.552769500587443	0.0328612629661171	0.00304330941934996	0.0173194412882607	82	"Fibroblasts, Pericytes, SMC, Vascular_ECs"	""
SMC	d3	young "83"	"Ptprf"	0.533882749578571	0.0332806979966375	0.00346274444987035	0.0171818123971312	83	"Airway, Alveolum, Mesothelium"	""
SMC	d3	young "84"	"F7"	0.53737676446048	0.0324802275762005	0.00266227402943343	0.0170659554438346	84	"MNP"	""
SMC	d3	young "85"	"Areg"	0.5480597319893	0.032954084747996	0.00313613120122887	0.016703811587085	85	"Airway, Alveolum"	"Airway"
SMC	d3	young "86"	"Tgfb3"	0.552085000595958	0.0333526018043347	0.00353464825756758	0.0165551581368619	86	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	""
SMC	d3	young "87"	"Dsg2"	0.53704302814623	0.0338068172281103	0.00398886368134316	0.0163662105011928	87	"Airway"	""
SMC	d3	young "88"	"Rps19"	0.539171448517764	0.0335880483734333	0.00377009482666615	0.0162878127772466	88	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
SMC	d3	young "89"	"Ghrl"	0.536263174922093	0.0327992911020975	0.00298133755533042	0.0160488243672002	89	"Airway"	"Airway"
SMC	d3	young "90"	"Timp1"	0.551495853837117	0.0335152858472094	0.00369733230044225	0.0159652022126112	90	"Fibroblasts, Mesothelium, SMC"	"Fibroblasts, Mesothelium, SMC"
SMC	d3	young "91"	"Lrpap1"	0.533136951080384	0.0334634879163736	0.00364553436960653	0.0158763036620179	91	"Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
SMC	d3	young "92"	"Arf1"	0.540019411193785	0.0325611230576945	0.00274316951092739	0.015682695043104	92	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Granulocytes"
SMC	d3	young "93"	"Lamb1"	0.531648759556601	0.0336621161251156	0.00384416257834851	0.015676566237404	93	"Airway, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes"	""
SMC	d3	young "94"	"Sema7a"	0.531618110303253	0.033761561558173	0.00394360801140586	0.0152288401888371	94	"Capillary_ECs, Lymphatic_ECs"	"Capillary_ECs"
SMC	d3	young "95"	"Anxa1"	0.528655349146076	0.0330840822764502	0.00326612872968309	0.0151899064420957	95	"Airway, Alveolum, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, SMC"	"Alveolum"
SMC	d3	young "96"	"Pros1"	0.534400381412924	0.0328619812349341	0.00304402768816703	0.0144574595963137	96	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Pericytes, SMC, Vascular_ECs"	""
SMC	d3	young "97"	"Grn"	0.526516712356753	0.0324487264144896	0.0026307728677225	0.0144298198984529	97	"Fibroblasts, Lymphatic_ECs, MNP, Vascular_ECs"	"MNP"
SMC	d3	young "98"	"Hebp1"	0.534366326686982	0.0324224235616028	0.00260447001483571	0.0144265714473811	98	"MNP"	""
SMC	d3	young "99"	"Mapt"	0.548107408605625	0.0337591508105678	0.00394119726380066	0.0144183497364031	99	"Capillary_ECs, Pericytes"	""
SMC	d3	young "100"	"F11r"	0.534574060515247	0.0322667213782105	0.00244876783144343	0.0140847993560727	100	"Airway, Alveolum, Capillary_ECs, Lymphatic_ECs, MNP, Mesothelium, Vascular_ECs"	""
SMC	d3	young "101"	"Calr"	0.536191659997611	0.0337428227427815	0.00392486919601435	0.013981899712311	101	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Pericytes, SMC"
SMC	d3	young "102"	"Wnt4"	0.528941408844008	0.0329429798878458	0.00312502634107874	0.013937060209812	102	"Airway, Mesothelium, Pericytes"	"Mesothelium"
SMC	d3	young "103"	"Lgals3"	0.542597353947789	0.0329926709474192	0.00317471740065206	0.0134181077929065	103	"Airway, MNP"	"Airway"
SMC	d3	young "104"	"Plekho2"	0.534454868974439	0.0336250490840744	0.00380709553730729	0.013302983571286	104	"MNP"	""
SMC	d3	young "105"	"Ntn1"	0.536855727153535	0.0327966802474192	0.00297872670065208	0.0132570914416868	105	"Capillary_ECs, Lymphatic_ECs, Mesothelium, SMC, Vascular_ECs"	""
SMC	d3	young "106"	"Bmp4"	0.543339746973379	0.0329420014701596	0.00312404792339246	0.0132547918446092	106	"Alveolum, Fibroblasts, Mesothelium, Pericytes, Vascular_ECs"	""
SMC	d3	young "107"	"Bdnf"	0.543836945972176	0.0334798341232076	0.00366188057644049	0.0132498420729423	107	"Mesothelium, SMC"	""
SMC	d3	young "108"	"Npnt"	0.524316777060736	0.0348659409879954	0.00504798744122827	0.0128648783447098	108	"Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	""
SMC	d3	young "109"	"App"	0.544521445963662	0.0352779994054633	0.00546004585869616	0.0127290936257497	109	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
SMC	d3	young "110"	"Lamb2"	0.532312826712524	0.0319355475855635	0.00211759403879642	0.0127112666806792	110	"Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
SMC	d3	young "111"	"Pdgfb"	0.557724463212376	0.0349700900432535	0.00515213649648637	0.0127050255730049	111	"Capillary_ECs, Vascular_ECs"	"Capillary_ECs"
SMC	d3	young "112"	"Serpine2"	0.532530776958569	0.032657033941448	0.00283908039468088	0.0125301739669612	112	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	"Alveolum, Fibroblasts"
SMC	d3	young "113"	"Cxcl2"	0.52754857055288	0.0316549824536055	0.00183702890683842	0.0125054240730012	113	"Granulocytes"	""
SMC	d3	young "114"	"Sfrp2"	0.542822115139024	0.032127078517208	0.00230912497044089	0.0124958082182233	114	"Mesothelium, SMC"	""
SMC	d3	young "115"	"Adam9"	0.533474092867236	0.032935639040888	0.00311768549412093	0.0124702570543414	115	"Fibroblasts, MNP, SMC"	""
SMC	d3	young "116"	"Tnc"	0.53891603807318	0.0318584159595134	0.0020404624127463	0.0121724546634146	116	"Fibroblasts"	"Fibroblasts"
SMC	d3	young "117"	"Calm2"	0.531090262051114	0.0323470581702925	0.00252910462352541	0.0118428211389618	117	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
SMC	d3	young "118"	"Camp"	0.518333361712273	0.0334655699312951	0.00364761638452799	0.0116065278434257	118	"Granulocytes"	"Granulocytes"
SMC	d3	young "119"	"Wnt5a"	0.536385771935499	0.0322569861184686	0.00243903257170149	0.0115490133591937	119	"Fibroblasts, Pericytes"	"Pericytes"
SMC	d3	young "120"	"Nenf"	0.527517921299522	0.0325963292383877	0.00277837569162058	0.01151288676369	120	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	""
SMC	d3	young "121"	"Reln"	0.53440038141293	0.032144177366744	0.00232622381997689	0.0114194835079515	121	"Lymphatic_ECs"	""
SMC	d3	young "122"	"Dusp18"	0.534257351563962	0.0320247788229613	0.00220682527619422	0.0113920744592364	122	"Airway"	""
SMC	d3	young "123"	"Pkd1"	0.534560438624865	0.032429539933034	0.00261158638626693	0.0112340353928828	123	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
SMC	d3	young "124"	"Nucb2"	0.524643702429801	0.0327125724563658	0.00289461890959872	0.0112255480134261	124	"Airway, Alveolum, Fibroblasts, MNP, Mesothelium, SMC"	""
SMC	d3	young "125"	"Pvr"	0.525437177544309	0.0323826429959097	0.00256468944914257	0.0109905854217588	125	"Alveolum, Vascular_ECs"	"Vascular_ECs"
SMC	d3	young "126"	"Nptn"	0.525600640228845	0.0318855846559566	0.00206763110918948	0.0103376304523881	126	"Fibroblasts, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Fibroblasts"
SMC	d3	young "127"	"Il1rn"	0.509322481227336	0.0333817003059919	0.00356374675922477	0.00999501445187772	127	"Granulocytes, MNP"	"Granulocytes"
SMC	d3	young "128"	"Psen1"	0.529421580479828	0.0323124103030863	0.00249445675631924	0.00989340440881956	128	"Fibroblasts"	"Fibroblasts"
SMC	d3	young "129"	"Cdh1"	0.531059612797763	0.0317990695299281	0.00198111598316104	0.00960120293848161	129	"Airway, Alveolum"	""
SMC	d3	young "130"	"Cdh5"	0.5194197074699	0.031042345427963	0.0012243918811959	0.00954217871448137	130	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	"Lymphatic_ECs"
SMC	d3	young "131"	"Flrt2"	0.513538456299274	0.0327351143789083	0.00291716083214122	0.00943075834138804	131	"Fibroblasts, Lymphatic_ECs, Mesothelium"	""
SMC	d3	young "132"	"Nid1"	0.519194946278669	0.0317849292585976	0.00196697571183047	0.00912936949532287	132	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, SMC, Vascular_ECs"	"Lymphatic_ECs"
SMC	d3	young "133"	"Nampt"	0.526642714842747	0.0318716799314363	0.0020537263846692	0.0089253847056588	133	"Lymphatic_ECs, MNP, SMC, Vascular_ECs"	"MNP"
