adjacency_matrix_expressed	d10	old Airway	Alveolum	MNP	Lymphocytes	Granulocytes	Fibroblasts	Pericytes	SMC	Mesothelium	Capillary_ECs	Vascular_ECs	Lymphatic_ECs
Granulocytes	d21	old "31"	"Ptprc"	0.531310065756198	0.0256860404014343	0.00343084752309604	0.0134339172664319	31	"Granulocytes, Lymphocytes, MNP"	""
Granulocytes	d21	old "32"	"Ceacam1"	0.525543753161357	0.024098957130257	0.00184376425191869	0.0134231400152997	32	"Alveolum, Capillary_ECs, Vascular_ECs"	"Alveolum"
Granulocytes	d21	old "33"	"Sell"	0.540313606474457	0.0246404712190103	0.00238527834067203	0.0123831806001761	33	"Granulocytes, Lymphocytes"	""
Granulocytes	d21	old "34"	"Pros1"	0.523014668689935	0.0236840875097692	0.00142889463143096	0.0123583981275817	34	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Pericytes, SMC, Vascular_ECs"	"Pericytes"
Granulocytes	d21	old "35"	"Ntn1"	0.512089023773395	0.0243777579964377	0.00212256511809945	0.0121186966102992	35	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	"Capillary_ECs, Vascular_ECs"
Granulocytes	d21	old "36"	"Dll1"	0.535660091047041	0.0231049534770374	0.000849760598699137	0.0118795273406965	36	"Capillary_ECs, Vascular_ECs"	""
Granulocytes	d21	old "37"	"Lamb2"	0.524329792615075	0.024673308404453	0.00241811552611471	0.0116813352489383	37	"Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Granulocytes	d21	old "38"	"Cdh1"	0.517248356095094	0.0237669761444693	0.00151178326613104	0.011388249155734	38	"Airway, Alveolum"	""
Granulocytes	d21	old "39"	"Itgb1"	0.537076378351038	0.0254278095779789	0.00317261669964062	0.0105903162915963	39	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Fibroblasts, Lymphatic_ECs, Pericytes"
Granulocytes	d21	old "40"	"Selp"	0.523823975720791	0.0241805834517693	0.00192539057343107	0.0105897604713656	40	"Vascular_ECs"	"Vascular_ECs"
Granulocytes	d21	old "41"	"Lgals3"	0.569650986342944	0.0267535876398383	0.00449839476150005	0.0100039671176108	41	"Airway, Granulocytes, MNP"	"Airway, MNP"
Granulocytes	d21	old "42"	"Anxa1"	0.52867981790592	0.0259678996930125	0.00371270681467422	0.00988358902155472	42	"Airway, Alveolum, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC"	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs"
Granulocytes	d21	old "43"	"Cxcl2"	0.516843702579668	0.0248271317581544	0.00257193887981607	0.00972315245774927	43	"Granulocytes"	""
Granulocytes	d21	old "44"	"Icam2"	0.524532119372788	0.0237444631347583	0.00148927025642004	0.00895274345432778	44	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
Granulocytes	d21	old "45"	"Mapt"	0.534142640364189	0.025401615221043	0.00314642234270469	0.008392407490021	45	"Capillary_ECs, Pericytes"	""
Granulocytes	d21	old "46"	"Lrpap1"	0.520687910976227	0.0235371822261144	0.00128198934777616	0.00764721006455177	46	"Alveolum, Fibroblasts, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"MNP"
Granulocytes	d21	old "47"	"Itgam"	0.525847243297928	0.0236970096988758	0.00144181682053755	0.00745907191470743	47	"Granulocytes, MNP"	""
Granulocytes	d21	old "48"	"Fn1"	0.52736469398078	0.0246827473953812	0.00242755451704292	0.0073073450315206	48	"Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC"	"Fibroblasts, Lymphatic_ECs, MNP, Pericytes"
Granulocytes	d21	old "49"	"Icam1"	0.529792615073345	0.0248678849477482	0.00261269206940994	0.0070898769332389	49	"Airway, Alveolum, Capillary_ECs, Vascular_ECs"	"Airway, Alveolum"
Granulocytes	d21	old "50"	"Edn1"	0.549822964087002	0.026985106494887	0.00472991361654869	0.00707959832055888	50	"Capillary_ECs, Vascular_ECs"	""
Granulocytes	d21	old "51"	"Cxcl13"	0.531613555892768	0.0239543292288888	0.00169913635055053	0.00685939651978928	51	"Mesothelium"	"Mesothelium"
Granulocytes	d21	old "52"	"Nampt"	0.521598381385939	0.0235094914040888	0.00125429852575048	0.00659755045764487	52	"MNP, SMC"	"MNP"
Granulocytes	d21	old "53"	"Mmp9"	0.5202832574608	0.0235443750850994	0.00128918220676108	0.0063449333338849	53	"Granulocytes"	""
Granulocytes	d21	old "54"	"Pcdh7"	0.521396054628226	0.0237342309795207	0.00147903810118247	0.00601359742432931	54	"Fibroblasts, Mesothelium, SMC"	"Fibroblasts"
Granulocytes	d21	old "55"	"Cd2"	0.508649468892262	0.0233555420617532	0.00110034918341491	0.00573190109878511	55	"Lymphocytes"	""
Granulocytes	d21	old "56"	"Ptprm"	0.525644916540213	0.0228666416479578	0.00061144876961948	0.00532492474387085	56	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
Granulocytes	d21	old "57"	"Copa"	0.515730905412241	0.0231433162545285	0.000888123376190177	0.00495134405779816	57	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Pericytes, Vascular_ECs"	"Alveolum"
Granulocytes	d21	old "58"	"Itga4"	0.532321699544766	0.023956866807579	0.00170167392924073	0.00476521262409763	58	"Lymphocytes"	""
Granulocytes	d21	old "59"	"Rtn4"	0.515528578654528	0.0241437063850337	0.0018885135066954	0.00472832636665225	59	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum"
Granulocytes	d21	old "60"	"Yars"	0.542539200809307	0.0225326016860962	0.000277408807757871	0.00438151259250695	60	"Fibroblasts"	""
Granulocytes	d21	old "61"	"Il18"	0.511987860394538	0.0264155563332625	0.00416036345492427	0.0043249804714225	61	"MNP"	""
Granulocytes	d21	old "62"	"Rps19"	0.515730905412242	0.0223631853782123	0.000107992499874063	0.00293642812106692	62	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"
Granulocytes	d21	old "63"	"Vcam1"	0.521294891249368	0.0228872078227478	0.000632014944409523	0.00246656497141331	63	"Fibroblasts, Vascular_ECs"	""
Granulocytes	d21	old "64"	"Hc"	0.538391502276178	0.0253643489282996	0.00310915604996128	0.00222714959876805	64	"Alveolum"	""
Granulocytes	d21	old "65"	"Dsg2"	0.511684370257968	0.0226715979950238	0.000416405116685521	0.00201181310711981	65	"Airway"	""
Granulocytes	d21	old "66"	"Thbs2"	0.492564491654022	0.023201982028606	0.00094678915026767	0.00183817492166905	66	"Fibroblasts"	"Fibroblasts"
Granulocytes	d21	old "67"	"Il1f9"	0.520384420839658	0.02365375324735	0.00139856036901172	0.00147882746554095	67	"Granulocytes"	""
Granulocytes	d21	old "68"	"Aimp1"	0.501568032372282	0.0228605357084989	0.000605342830160668	0.00101244025901398	68	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Vascular_ECs"
Granulocytes	d21	old "69"	"Ccl5"	0.531917046029339	0.0241527867122197	0.0018975938338814	0.000748541106150025	69	"Lymphocytes"	""
Granulocytes	d21	old "70"	"Il33"	0.528174001011635	0.0245313319135345	0.00227613903519626	-0.000120881235204217	70	"Alveolum, Mesothelium"	""
Granulocytes	d21	old "71"	"Pecam1"	0.498836621143148	0.0229916595600653	0.000736466681726999	-0.0014189911119389	71	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
Granulocytes	d21	old "72"	"Spp1"	0.52159838138594	0.0230802328297798	0.000825039951441505	-0.0018469459883758	72	"Fibroblasts, MNP, Pericytes"	"Fibroblasts, MNP"
Granulocytes	d21	old "73"	"Cxcl12"	0.538897319170462	0.0246273469651871	0.00237215408684886	-0.00195672352428542	73	"Capillary_ECs, Fibroblasts, Mesothelium, SMC, Vascular_ECs"	"Capillary_ECs"
Granulocytes	d21	old "74"	"Kitl"	0.517754172989379	0.0234348692673355	0.00117967638899721	-0.00289684032075927	74	"Capillary_ECs, Mesothelium, Pericytes, Vascular_ECs"	""
Granulocytes	d21	old "75"	"Fgf2"	0.535457764289329	0.0250448446034754	0.00278965172513709	-0.00394398418259947	75	"Fibroblasts"	""
Granulocytes	d21	old "76"	"Hgf"	0.525543753161357	0.0242601834287371	0.00200499055039879	-0.00427054670252034	76	"Fibroblasts"	""
Granulocytes	d21	old "77"	"Adam17"	0.511077389984827	0.0228256909697002	0.000570498091361955	-0.00433901898638716	77	"Lymphatic_ECs, MNP, SMC"	""
Granulocytes	d21	old "78"	"Csf1"	0.535457764289329	0.0247021778317215	0.0024469849533832	-0.00491313144020527	78	"Fibroblasts, Granulocytes, Mesothelium, SMC"	""
Granulocytes	d21	old "79"	"Hmgb2"	0.502175012645423	0.0221446879263112	-0.000110504952027121	-0.00681405361090942	79	"Granulocytes, Lymphocytes"	""
Granulocytes	d21	old "80"	"App"	0.511077389984826	0.0264971470263438	0.00424195414800549	-0.00876006199440792	80	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Granulocytes	d21	old "81"	"Dusp18"	0.487506322711179	0.0216347957533771	-0.000620397124961217	-0.00891709265492302	81	"Airway"	""
Granulocytes	d21	old "82"	"Apoe"	0.553566009104704	0.0247702576069919	0.00251506472865365	-0.0109193753496051	82	"MNP"	"MNP"
Granulocytes	d21	old "83"	"Thbs1"	0.459989883662115	0.0207044055002262	-0.00155078737811211	-0.0144076767228565	83	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	"Fibroblasts, Pericytes"
Granulocytes	d21	old "84"	"Calr"	0.540617096611028	0.0245043278234855	0.00224913494514717	-0.0169366692436008	84	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Granulocytes	d28	old "test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
Granulocytes	d28	old "1"	"Il1b"	0.535218855218855	0.090859646564034	0.0296635408616696	0.107641083560671	1	"Granulocytes, MNP"	""
Granulocytes	d28	old "2"	"Hdgf"	0.521548821548822	0.10680235817772	0.0456062524753558	0.0806212239653675	2	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Granulocytes	d28	old "3"	"Hc"	0.53016835016835	0.088668602363021	0.0274724966606566	0.0573094164766184	3	"Alveolum"	""
Granulocytes	d28	old "4"	"Edn1"	0.524444444444444	0.0745518907675043	0.0133557850651399	0.0527198713916535	4	"Capillary_ECs, Vascular_ECs"	""
Granulocytes	d28	old "5"	"Il33"	0.548602693602694	0.0839627174364146	0.0227666117340502	0.052299433624958	5	"Alveolum, Fibroblasts, Mesothelium"	""
Granulocytes	d28	old "6"	"Lamb2"	0.589276094276094	0.0756023481223307	0.0144062424199663	0.0493836152963788	6	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Granulocytes	d28	old "7"	"Lgals3"	0.541818181818182	0.0715814396433182	0.0103853339409538	0.0434969801691142	7	"Airway, MNP"	""
Granulocytes	d28	old "8"	"Il1f9"	0.565286195286195	0.0764508444939707	0.0152547387916063	0.0418092395311485	8	"Granulocytes"	""
Granulocytes	d28	old "9"	"Fgf2"	0.544410774410776	0.0735030785333446	0.0123069728309802	0.0414993713906765	9	"Fibroblasts, Mesothelium"	""
Granulocytes	d28	old "10"	"Hgf"	0.524629629629629	0.0713496115611287	0.0101535058587644	0.0329639334206081	10	"Fibroblasts, Pericytes"	""
Granulocytes	d28	old "11"	"Apoe"	0.518602693602695	0.0670680972546026	0.00587199155223817	0.032402853911492	11	"MNP"	"MNP"
Granulocytes	d28	old "12"	"Csf1"	0.525016835016835	0.0671402924670696	0.00594418676470517	0.0300235550744441	12	"Fibroblasts, Granulocytes, Mesothelium, SMC, Vascular_ECs"	""
Granulocytes	d28	old "13"	"Pf4"	0.5186531986532	0.0692194445431271	0.00802333884076271	0.0296062508448532	13	"MNP"	""
Granulocytes	d28	old "14"	"Il1rn"	0.530235690235691	0.0701660017681264	0.00896989606576196	0.0219760157754507	14	"Granulocytes, MNP"	""
Granulocytes	d28	old "15"	"Il18"	0.537003367003367	0.069367754135236	0.0081716484328716	0.0142106343995008	15	"MNP"	""
Granulocytes	d28	old "16"	"Thbs1"	0.481885521885523	0.0786499328084402	0.0174538271060758	0.0140558146290038	16	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	""
Granulocytes	d28	old "17"	"Kitl"	0.537575757575758	0.0686558017844572	0.00745969608209281	0.0129271612023061	17	"Airway, Capillary_ECs, Fibroblasts, Mesothelium, Pericytes, Vascular_ECs"	""
Granulocytes	d28	old "18"	"Dsg2"	0.535959595959597	0.0670655620316021	0.00586945632923769	0.0123356340846311	18	"Airway"	""
Granulocytes	d28	old "19"	"Npw"	0.534107744107745	0.0661480710298269	0.00495196532746254	0.007688207869155	19	"Alveolum"	""
Granulocytes	d28	old "20"	"Thbs2"	0.510555555555555	0.0648705166303912	0.0036744109280268	0.00763260316777978	20	"Fibroblasts"	"Fibroblasts"
Granulocytes	d28	old "21"	"Fat1"	0.532575757575758	0.065993853083247	0.00479774738088264	0.00725839672680422	21	"Airway, Alveolum, Fibroblasts, Pericytes, SMC"	""
Granulocytes	d28	old "22"	"Pcdh7"	0.527003367003366	0.064392164482704	0.00319605878033957	0.00710493644607399	22	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	""
Granulocytes	d28	old "23"	"Sema4d"	0.538148148148148	0.066015404865655	0.00481929916329055	0.00524446402173434	23	"MNP"	""
Granulocytes	d28	old "24"	"Cxcl16"	0.531515151515152	0.0656045415613668	0.00440843585900241	0.00523016762631068	24	"MNP"	""
Granulocytes	d28	old "25"	"Anxa1"	0.526279461279461	0.0662263409585214	0.00503023525615699	0.00353216562196191	25	"Airway, Alveolum, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC"	"Airway, Alveolum"
Granulocytes	d28	old "26"	"Hmgb1"	0.503535353535354	0.0622365663204766	0.00104046061811217	0.00347094773794657	26	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Granulocytes	d28	old "27"	"Dll4"	0.532979797979798	0.0630977817733054	0.00190167607094104	0.00342650564189057	27	"Capillary_ECs"	""
Granulocytes	d28	old "28"	"Hbegf"	0.533131313131313	0.0663200019347148	0.00512389623235037	0.00305031145742711	28	"Alveolum, Pericytes"	"Alveolum"
Granulocytes	d28	old "29"	"Hmgb2"	0.524141414141416	0.064887888346345	0.00369178264398064	0.00280704471369928	29	"Granulocytes, Lymphocytes, MNP"	""
Granulocytes	d28	old "30"	"Pecam1"	0.537340067340068	0.0650136715913252	0.0038175658889608	0.00249137572818448	30	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
Granulocytes	d28	old "31"	"C3"	0.52858585858586	0.0650801802823102	0.00388407457994585	0.00235739244525101	31	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium"	"Mesothelium"
Granulocytes	d28	old "32"	"Mdk"	0.531818181818182	0.0647138250744596	0.00351771937209518	0.00140728872704852	32	"Fibroblasts"	""
Granulocytes	d28	old "33"	"Ceacam1"	0.529831649831652	0.063895724363494	0.00269961866112958	0.000764810227945673	33	"Alveolum, Capillary_ECs, Vascular_ECs"	"Alveolum"
Granulocytes	d28	old "34"	"Dll1"	0.525791245791246	0.0613293568938464	0.000133251191482012	0.0006253133410351	34	"Capillary_ECs, Vascular_ECs"	""
Granulocytes	d28	old "35"	"Itga4"	0.537340067340068	0.0659119672542311	0.00471586155186671	0.000513797837723243	35	"Granulocytes, Lymphocytes, MNP"	""
Granulocytes	d28	old "36"	"Vcam1"	0.531144781144781	0.0646013814919119	0.0034052757895475	0.000151836538315231	36	"Fibroblasts, Vascular_ECs"	""
Granulocytes	d28	old "37"	"Calm1"	0.530942760942761	0.0651786980179307	0.00398259231556631	-0.000463153658327514	37	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum"
Granulocytes	d28	old "38"	"Adam17"	0.515235690235691	0.0671765925517231	0.00598048684935872	-0.000820576127932499	38	"Lymphatic_ECs, MNP, Vascular_ECs"	""
Granulocytes	d28	old "39"	"Mif"	0.522592592592594	0.0652441064525904	0.00404800075022602	-0.000946035749212125	39	"Alveolum, Fibroblasts, MNP, Mesothelium, SMC"	""
Granulocytes	d28	old "40"	"Itgam"	0.522811447811448	0.0643457601159717	0.00314965441360734	-0.00198224933776186	40	"Granulocytes, MNP"	""
Granulocytes	d28	old "41"	"Psen1"	0.535202020202021	0.0653096848503062	0.00411357914794181	-0.00212292717042034	41	"Fibroblasts, MNP, Mesothelium"	""
Granulocytes	d28	old "42"	"Ptprc"	0.526498316498318	0.0639840112082327	0.00278790550586831	-0.00282305371396227	42	"Granulocytes, Lymphocytes, MNP"	""
Granulocytes	d28	old "43"	"Copa"	0.520303030303031	0.0631983251278101	0.00200221942544569	-0.00340824918008994	43	"Airway, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Granulocytes	d28	old "44"	"Hebp1"	0.516767676767677	0.0627792334884462	0.00158312778608177	-0.00407041782270063	44	"MNP"	""
Granulocytes	d28	old "45"	"Itgb2"	0.523737373737375	0.0641146511269028	0.00291854542453839	-0.00411090669466659	45	"Granulocytes, MNP"	""
Granulocytes	d28	old "46"	"Jam2"	0.510336700336701	0.0621846988887162	0.000988593186351819	-0.00435101925866765	46	"Capillary_ECs, Vascular_ECs"	"Capillary_ECs, Vascular_ECs"
Granulocytes	d28	old "47"	"Col18a1"	0.52043771043771	0.0629797930210388	0.00178368731867439	-0.00466956489073119	47	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	"Lymphatic_ECs, Pericytes"
Granulocytes	d28	old "48"	"Nts"	0.517710437710438	0.0631699570692066	0.00197385136684219	-0.00473678453345379	48	"Lymphatic_ECs"	""
Granulocytes	d28	old "49"	"Sell"	0.531683501683502	0.0646612745887835	0.00346516888641914	-0.00490485338934139	49	"Granulocytes, Lymphocytes"	""
Granulocytes	d28	old "50"	"Arf1"	0.514141414141414	0.0615731136754756	0.000377007973111243	-0.00543705466100731	50	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Granulocytes	d28	old "51"	"App"	0.51473063973064	0.0683049570871109	0.00710885138474652	-0.00546336304647613	51	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Granulocytes	d28	old "52"	"Cxcl14"	0.511734006734007	0.0630538570984907	0.00185775139612634	-0.00546987327629172	52	"Fibroblasts"	""
Granulocytes	d28	old "53"	"Cxcl12"	0.551481481481483	0.0681954227856818	0.00699931708331745	-0.00595619684365319	53	"Capillary_ECs, Fibroblasts, Pericytes, SMC, Vascular_ECs"	"Capillary_ECs"
Granulocytes	d28	old "54"	"Cxcl2"	0.517811447811449	0.0624884799734526	0.00129237427108823	-0.00623225235479202	54	"Granulocytes"	""
Granulocytes	d28	old "55"	"Icam1"	0.526498316498317	0.0644339388418815	0.00323783313951708	-0.00715283638303674	55	"Airway, Alveolum, Capillary_ECs, Mesothelium, Vascular_ECs"	"Airway"
Granulocytes	d28	old "56"	"Calr"	0.52516835016835	0.0638241503119347	0.00262804460957031	-0.00739788856946695	56	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Granulocytes	d28	old "57"	"Fn1"	0.522929292929294	0.0648881845419183	0.00369207883955391	-0.00742882734022463	57	"Fibroblasts, MNP, SMC"	"Fibroblasts"
Granulocytes	d28	old "58"	"Itgb1"	0.522861952861954	0.0629771197020473	0.00178101399968294	-0.00790692649595683	58	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Lymphatic_ECs"
Granulocytes	d28	old "59"	"Ntn1"	0.511346801346803	0.0606242292304872	-0.000571876471877161	-0.00806196535378412	59	"Capillary_ECs, Lymphatic_ECs, Mesothelium, Vascular_ECs"	""
Granulocytes	d28	old "60"	"Penk"	0.51060606060606	0.0619036776327183	0.000707571930353867	-0.00878459084341915	60	"Fibroblasts"	""
Granulocytes	d28	old "61"	"Rtn4"	0.513484848484849	0.0614811914828567	0.000285085780492265	-0.010944443506405	61	"Airway, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Granulocytes	d28	old "62"	"Cd2"	0.52385521885522	0.0612799631284828	8.38574261183625e-05	-0.0110560685068633	62	"Lymphocytes"	""
Granulocytes	d28	old "63"	"Ghrl"	0.511616161616162	0.0628830714310504	0.00168696572868596	-0.0114135138108342	63	"Airway"	"Airway"
Granulocytes	d28	old "64"	"Rps19"	0.510942760942763	0.0612753064241039	7.92007217395446e-05	-0.0118068099969581	64	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Airway, Capillary_ECs"
Granulocytes	d28	old "65"	"Mapt"	0.521262626262627	0.0627032317471348	0.00150712604477041	-0.0121816504063441	65	"Capillary_ECs, Pericytes, Vascular_ECs"	""
Granulocytes	d28	old "66"	"Nid1"	0.503838383838384	0.0602210098764824	-0.000975095825881997	-0.0124305342247303	66	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, Vascular_ECs"	"Lymphatic_ECs"
Granulocytes	d28	old "67"	"Cfh"	0.499158249158249	0.0610663738755439	-0.000129731826820453	-0.0141490106988898	67	"Fibroblasts, Lymphatic_ECs, MNP, Mesothelium"	"Lymphatic_ECs"
Granulocytes	d28	old "68"	"F11r"	0.507760942760943	0.0606232912886953	-0.000572814413669138	-0.0143961422678415	68	"Airway, Alveolum, Capillary_ECs, Lymphatic_ECs, MNP, Mesothelium, Vascular_ECs"	""
Granulocytes	d28	old "69"	"Ccl5"	0.521952861952863	0.0628224248324619	0.0016263191300975	-0.0157748357761137	69	"Lymphocytes"	""
Granulocytes	d28	old "70"	"Mmp9"	0.510488215488215	0.0604911762044604	-0.000704929497903968	-0.0182090134207764	70	"Granulocytes"	""
Granulocytes	d28	old "71"	"Col1a1"	0.492491582491582	0.0599310758707031	-0.00126502983166125	-0.0189066714607795	71	"Fibroblasts, Pericytes, SMC"	"Fibroblasts, Pericytes, SMC"
Granulocytes	d28	old "72"	"Spp1"	0.511077441077441	0.0611389672496954	-5.71384526690047e-05	-0.0209557623747947	72	"Fibroblasts, MNP, Pericytes"	"Fibroblasts, MNP"
Granulocytes	d28	old "73"	"Jag2"	0.48781144781145	0.0568454068358923	-0.00435069886647214	-0.0213850397730413	73	"Airway, Capillary_ECs, Vascular_ECs"	"Capillary_ECs"
Granulocytes	d28	old "74"	"Selp"	0.498653198653198	0.0590269432405274	-0.00216916246183704	-0.0228897197580388	74	"Vascular_ECs"	""
Granulocytes	d28	old "75"	"Clstn1"	0.481060606060606	0.0575181619131151	-0.00367794378924928	-0.023537733107639	75	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Granulocytes	d28	old "76"	"Aimp1"	0.488653198653198	0.0573576699999402	-0.00383843570242418	-0.0238210639204287	76	"Airway, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Granulocytes	d28	old "77"	"Robo2"	0.492558922558922	0.0570309599857969	-0.00416514571656746	-0.0238847374319114	77	"Fibroblasts"	""
Granulocytes	d28	old "78"	"Plau"	0.485572390572392	0.0574763008381654	-0.00371980486419897	-0.0243148916019981	78	"Lymphatic_ECs"	""
Granulocytes	d28	old "79"	"Nampt"	0.498737373737374	0.0596207955068229	-0.00157531019554151	-0.0243583600177567	79	"Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Pericytes, SMC, Vascular_ECs"	"Pericytes"
Granulocytes	d28	old "80"	"Serpine1"	0.490639730639731	0.0573377138009964	-0.003858391901368	-0.0262592942673985	80	"Capillary_ECs, Fibroblasts, SMC"	"Capillary_ECs, Fibroblasts"
Granulocytes	d28	old "81"	"Rspo1"	0.478518518518519	0.056680126699539	-0.00451597900282538	-0.0273549101348683	81	"Mesothelium"	""
Granulocytes	d28	old "82"	"Lamb1"	0.488215488215489	0.0576535700707025	-0.00354253563166185	-0.0282393587326487	82	"Airway, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes"	"Lymphatic_ECs"
Granulocytes	d28	old "83"	"Lrpap1"	0.494545454545455	0.0580523718694525	-0.00314373383291186	-0.0282522458319155	83	"Alveolum, Fibroblasts, MNP, Mesothelium, SMC"	"MNP"
Granulocytes	d28	old "84"	"Cdh3"	0.480437710437711	0.0551547817689098	-0.00604132393345463	-0.0333585774453173	84	"Mesothelium"	"Mesothelium"
Granulocytes	d28	old "85"	"Cd34"	0.472895622895623	0.0548700742809885	-0.00632603142137587	-0.0342861330755102	85	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Vascular_ECs"	"Capillary_ECs, Vascular_ECs"
Granulocytes	d28	old "86"	"Grn"	0.467474747474748	0.0557751431220321	-0.00542096258033226	-0.0430623334973164	86	"Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, SMC, Vascular_ECs"	""
Granulocytes	d28	old "87"	"Icam2"	0.467542087542087	0.0538526590989516	-0.0073434466034128	-0.0483685812516442	87	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
Granulocytes	d28	old "88"	"Igf1"	0.471313131313132	0.0542077943452545	-0.0069883113571099	-0.0724625004371484	88	"Fibroblasts, MNP"	"Fibroblasts, MNP"
Granulocytes	d3	old "test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
Granulocytes	d3	old "1"	"Psen1"	0.602476190476192	0.0883916220104201	0.0502236830791224	0.129819257883092	1	"Fibroblasts"	""
Granulocytes	d3	old "2"	"Calr"	0.585841269841269	0.0605200328292409	0.0223520938979432	0.10531781342562	2	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Granulocytes	d3	old "3"	"Csf1"	0.573714285714285	0.0573198483089593	0.0191519093776616	0.0988707926882482	3	"Fibroblasts, Granulocytes, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Pericytes"
Granulocytes	d3	old "4"	"Il1f9"	0.597269841269841	0.053275001863427	0.0151070629321293	0.072514347435353	4	"Granulocytes"	""
